Index,DOI
2962,https://doi.org/10.1016/j.chembiol.2018.02.004
2963,https://doi.org/10.1021/acs.jmedchem.8b00036
2964,https://doi.org/10.1021/acs.jmedchem.8b00036
2965,https://doi.org/10.1021/acs.jmedchem.8b00036
2966,https://doi.org/10.1093/abbs/gmx023
2967,https://doi.org/10.1093/abbs/gmx023
2968,https://doi.org/10.1093/abbs/gmx023
2969,https://doi.org/10.1093/abbs/gmx023
2970,https://doi.org/10.1186/s40409-017-0094-y
2971,https://doi.org/10.3389/fmicb.2018.00320
2972,https://doi.org/10.3389/fmicb.2018.00320
2973,https://doi.org/10.3389/fmicb.2018.00320
2974,https://doi.org/10.3389/fmicb.2018.00320
2975,https://doi.org/10.3389/fmicb.2018.00541
2976,https://doi.org/10.1016/j.bbrc.2017.11.173
2977,https://doi.org/10.1021/acs.jafc.8b01124
2979,https://doi.org/10.3389/fmicb.2017.00994
2980,https://doi.org/10.1007/s00726-018-2580-0
2983,https://doi.org/10.3389/fmicb.2018.01148
2984,https://doi.org/10.1007/s00018-004-4461-9
2985,https://doi.org/10.1007/s00726-018-2575-x
2986,https://doi.org/10.1111/lam.1208
2987,https://doi.org/10.1016/j.gene.2018.07.005
2988,https://doi.org/10.1016/j.cbd.2018.06.006
2989,https://doi.org/10.1016/j.cbd.2018.06.006
2990,https://doi.org/10.1016/j.cbd.2018.06.006
2991,https://doi.org/10.3390/toxins8090255
2992,https://doi.org/10.1016/j.cbd.2018.06.006
2993,https://doi.org/10.1016/j.cbd.2018.06.006
2994,https://doi.org/10.1016/j.cbd.2018.06.006
2995,https://doi.org/10.1016/j.fsi.2016.08.043
2996,https://doi.org/10.1016/j.fsi.2016.08.043
2997,https://doi.org/10.1371/journal.pone.0187914
2998,https://doi.org/10.1371/journal.pone.0187914
2999,https://doi.org/10.1371/journal.pone.0187914
3000,https://doi.org/10.1007/s10126-018-9843-3
3001,https://doi.org/10.1007/s00253-012-4588-9
3002,https://doi.org/10.3389/fmicb.2018.00393
3003,https://doi.org/10.1016/j.ibmb.2013.03.013
3004,https://doi.org/10.1016/j.ibmb.2013.03.013
3005,https://doi.org/10.1016/j.ibmb.2013.03.013
3006,https://doi.org/10.1016/j.ibmb.2013.03.013
3007,https://doi.org/10.3390/toxins10080320
3008,https://doi.org/10.1016/j.actatropica.2018.06.003
3009,https://doi.org/10.1016/j.peptides.2018.08.003
3010,https://doi.org/10.1016/j.ijfoodmicro.2018.06.017
3011,https://doi.org/10.24272/j.issn.2095-8137.2018.062
3012,https://doi.org/10.3390/molecules23092246
3013,https://doi.org/10.1016/j.gene.2018.08.029
3014,https://doi.org/10.7717/peerj.5635
3015,https://doi.org/10.7717/peerj.5635
3017,https://doi.org/10.1080/09168451.2018.1519386
3018,https://doi.org/10.1016/j.biochi.2013.06.027
3019,https://doi.org/10.1038/s41598-018-34467-8
3020,https://doi.org/10.1002/jbt.22244
3021,https://doi.org/10.3390/toxins8050124
3022,https://doi.org/10.5713/ajas.18.0571
3023,https://doi.org/10.1016/j.fsi.2018.10.072
3024,https://doi.org/10.1371/journal.pone.0206578
3026,https://doi.org/10.3390/md16110401
3027,https://doi.org/10.3390/molecules23112943
3028,https://doi.org/10.3390/molecules23112943
3029,https://doi.org/10.3390/molecules23112943
3030,https://doi.org/10.1021/acs.jmedchem.8b01358
3031,https://doi.org/10.1371/journal.pgen.1007440
3032,https://doi.org/10.1371/journal.pgen.1007440
3033,https://doi.org/10.1038/ja.2016.16
3034,https://doi.org/10.1186/s12864-018-5225-5
3035,https://doi.org/10.1186/s12864-018-5225-5
3036,https://doi.org/10.1016/j.jid.2018.11.004
3037,https://doi.org/10.1016/j.jid.2018.11.004
3038,https://doi.org/10.1111/jcmm.14032
3039,https://doi.org/10.1042/BSR20180710
3040,https://doi.org/10.7150/ijbs.23419
3041,https://doi.org/10.1016/j.bbrc.2018.01.124
3042,https://doi.org/10.1016/j.fsi.2018.11.080
3043,https://doi.org/10.1021/acsomega.8b01876
3044,https://doi.org/10.1007/s12250-018-0068-4
3045,https://doi.org/10.1016/j.bbamem.2018.12.014
3046,https://doi.org/10.1016/j.bbamem.2018.12.014
3047,https://doi.org/10.3389/fmicb.2018.02846
3048,https://doi.org/10.1186/s12934-015-0302-9
3049,https://doi.org/10.1016/j.dci.2018.11.010
3050,https://doi.org/10.1016/j.dci.2018.11.010
3051,https://doi.org/10.1016/j.gene.2018.12.065
3052,https://doi.org/10.1016/j.fsi.2019.01.020
3053,https://doi.org/10.1126/science.aat1650
3054,https://doi.org/10.1021/acs.jnatprod.8b00521
3055,https://doi.org/10.1111/cbdd.13500
3056,https://doi.org/10.3390/molecules22091428
3057,https://doi.org/10.4049/jimmunol.1800568
3058,https://doi.org/10.1016/j.bbagen.2019.02.013
3059,https://doi.org/10.1074/jbc.RA118.006494
3060,https://doi.org/10.1016/j.fsi.2019.03.007
3061,https://doi.org/10.2108/zs170084
3062,https://doi.org/10.1073/pnas.1817376116
3063,https://doi.org/10.1073/pnas.1817376116
3064,https://doi.org/10.1073/pnas.1817376116
3066,https://doi.org/10.1515/hsz-2016-0157
3067,https://doi.org/10.1007/s00436-019-06305-x
3068,https://doi.org/10.1007/s00436-019-06305-x
3069,https://doi.org/10.1007/s00436-019-06305-x
3070,https://doi.org/10.1007/s00436-019-06305-x
3071,https://doi.org/10.3389/fmicb.2019.00795
3072,https://doi.org/10.1007/s00248-019-01385-9
3073,https://doi.org/10.1038/s41598-018-34087-2
3074,https://doi.org/10.1038/s41598-018-34087-2
3076,https://doi.org/10.2108/zs180064
3077,https://doi.org/10.1016/j.dci.2019.05.005
3078,https://doi.org/10.1016/j.dci.2019.05.005
3079,https://doi.org/10.1016/j.dci.2019.05.005
3080,https://doi.org/10.1016/j.dci.2019.05.005
3081,https://doi.org/10.1016/j.phytochem.2019.05.011
3082,https://doi.org/10.1021/acs.jnatprod.8b00521
3083,https://doi.org/10.1016/j.chom.2019.04.004
3084,https://doi.org/10.1016/j.chom.2019.04.004
3085,https://doi.org/10.4049/jimmunol.1900318
3086,https://doi.org/10.3390/biom9060242
3087,https://doi.org/10.3389/fmicb.2019.00484
3097,https://doi.org/10.1016/j.fsi.2019.07.015
3098,https://doi.org/10.1016/j.jip.2019.107215
3099,https://doi.org/10.1016/j.fsi.2019.07.002
3100,https://doi.org/10.1002/prot.25785
3101,https://doi.org/10.1002/prot.25785
3102,https://doi.org/10.1074/jbc.RA119.009416
3103,https://doi.org/10.3390/ijms20143604
3104,https://doi.org/10.1186/s40104-019-0367-0
3105,https://doi.org/10.1016/j.dci.2017.04.017
3106,https://doi.org/10.1016/j.dci.2018.01.021
3107,https://doi.org/10.1016/j.dci.2018.01.006
3108,https://doi.org/10.1016/j.dci.2018.01.006
3109,https://doi.org/10.1016/j.fsi.2018.02.026
3110,https://doi.org/10.1126/sciadv.aax1946
3111,https://doi.org/10.1073/pnas.1821410116
3112,https://doi.org/10.1016/j.bbamem.2017.06.018
3113,https://doi.org/10.1016/j.bbamem.2017.06.018
3114,https://doi.org/10.1016/j.ttbdis.2019.101269
3115,https://doi.org/10.1016/j.ttbdis.2019.101269
3116,https://doi.org/10.1016/j.molimm.2019.08.005
3117,https://doi.org/10.1016/j.fsi.2019.08.054
3118,https://doi.org/10.1016/j.fsi.2019.08.054
3119,https://doi.org/10.1016/j.fsi.2019.08.054
3120,https://doi.org/10.1016/j.fsi.2019.08.054
3121,https://doi.org/10.1016/j.fsi.2019.08.054
3122,https://doi.org/10.1080/09168451.2019.1654849
3125,https://doi.org/10.1016/j.fsi.2016.08.018
3126,https://doi.org/10.1371/journal.pone.0095737
3127,https://doi.org/10.3390/toxins11090517
3128,https://doi.org/10.1038/s41598-019-50061-y
3129,https://doi.org/10.1021/acs.jnatprod.9b00352
3131,https://doi.org/10.1371/journal.pone.0223541
3132,https://doi.org/10.3390/biom9100628
3134,https://doi.org/10.1016/j.ibmb.2019.103215
3135,https://doi.org/10.1016/j.ibmb.2019.103215
3136,https://doi.org/10.3389/fmicb.2019.02211
3137,https://doi.org/10.1111/mmi.14419
3140,https://doi.org/10.1128/JB.00639-19
3142,https://doi.org/10.1099/mic.0.000536
3143,https://doi.org/10.1099/mic.0.000536
3144,https://doi.org/10.1099/mic.0.000536
3145,https://doi.org/10.1074/jbc.RA119.010626
3146,https://doi.org/10.1074/jbc.RA119.010626
3147,https://doi.org/10.1074/jbc.RA119.010626
3148,https://doi.org/10.1074/jbc.RA119.010626
3149,https://doi.org/10.1074/jbc.RA119.010626
3150,https://doi.org/10.1016/j.bbamem.2013.06.015
3152,https://doi.org/10.3389/fchem.2017.00051
3153,https://doi.org/10.1016/j.dci.2019.103574
3154,https://doi.org/10.1016/j.dci.2019.103574
3155,https://doi.org/10.1016/j.dci.2019.103574
3158,https://doi.org/10.1016/j.jprot.2020.103652
3159,https://doi.org/10.1016/j.jprot.2020.103652
3162,https://doi.org/10.1007/s10930-019-09879-8
3166,https://doi.org/10.1002/cbic.201900707
3172,https://doi.org/10.3389/fimmu.2020.00347
3173,https://doi.org/10.3389/fimmu.2020.00347
3174,https://doi.org/10.3389/fimmu.2020.00347
3175,https://doi.org/10.3390/antibiotics9020078
3176,https://doi.org/10.1007/s12010-013-0489-3
3177,https://doi.org/10.3390/toxins10100413
3178,https://doi.org/10.1042/BSR20200019
3179,https://doi.org/10.3390/microorganisms8050626
3180,https://doi.org/10.3390/microorganisms8050626
3181,https://doi.org/10.3390/microorganisms8050626
3182,https://doi.org/10.3390/microorganisms8050626
3183,https://doi.org/10.1021/acsomega.0c00189
3184,https://doi.org/10.3390/antibiotics9050243
3185,https://doi.org/10.1002/anie.202005187
3186,https://doi.org/10.1016/j.dci.2020.103730
3187,https://doi.org/10.1016/j.cbpb.2010.03.007
3188,https://doi.org/10.1016/j.toxicon.2006.01.020
3190,https://doi.org/10.1016/j.dci.2018.04.014
3191,https://doi.org/10.1016/j.fsi.2020.05.025
3192,https://doi.org/10.1128/AAC.00111-18
3193,https://doi.org/10.1128/AAC.00111-18
3194,https://doi.org/10.1128/AAC.00111-18
3195,https://doi.org/10.1128/AAC.00111-18
3196,https://doi.org/10.1016/j.omtn.2020.05.006
3197,https://doi.org/10.1128/mSystems.00047-20
3198,https://doi.org/10.1016/j.ijbiomac.2020.06.001
3199,https://doi.org/10.3390/antibiotics9020066
3200,https://doi.org/10.4049/jimmunol.1900688
3201,https://doi.org/10.1016/j.regpep.2008.04.002
3202,https://doi.org/10.1155/2014/320796
3203,https://doi.org/10.1155/2014/320796
3204,https://doi.org/10.1155/2014/320796
3205,https://doi.org/10.1155/2014/320796
3206,https://doi.org/10.1155/2014/320796
3207,https://doi.org/10.1155/2014/320796
3208,https://doi.org/10.1155/2014/320796
3209,https://doi.org/10.1155/2014/320796
3210,https://doi.org/10.3390/biom9110667
3211,https://doi.org/10.3390/biom9110667
3212,https://doi.org/10.3390/biom9110667
3213,https://doi.org/10.3390/biom9110667
3214,https://doi.org/10.3390/biom9110667
3215,https://doi.org/10.1016/j.bbrc.2018.12.156
3216,https://doi.org/10.1016/j.bbrc.2018.12.156
3217,https://doi.org/10.24272/j.issn.2095-8137.2018.070
3218,https://doi.org/10.3390/biology9070148
3219,https://doi.org/10.1371/journal.pone.0070782
3220,https://doi.org/10.1371/journal.pone.0070782
3221,https://doi.org/10.1371/journal.pone.0070782
3222,https://doi.org/10.3390/toxins8050144
3223,https://doi.org/10.3390/toxins8050144
3224,https://doi.org/10.3390/biom9060249
3226,https://doi.org/10.1016/j.peptides.2010.03.002
3227,https://doi.org/10.3389/fmicb.2020.01353
3228,https://doi.org/10.1186/s12866-020-01925-1
3229,https://doi.org/10.1038/nature18634
3230,https://doi.org/10.3390/antibiotics9080457
3231,https://doi.org/10.3390/antibiotics9080457
3232,https://doi.org/10.3390/antibiotics9080457
3233,https://doi.org/10.1016/j.fsi.2020.08.009
3234,https://doi.org/10.1016/0305-0491(90)90019-p
3235,https://doi.org/10.1073/pnas.2005540117
3236,https://doi.org/10.1177/1178636120933635
3237,https://doi.org/10.1177/1178636120933635
3238,https://doi.org/10.3390/molecules22091428
3239,https://doi.org/10.1111/cbdd.13779
3240,https://doi.org/10.1515/hsz-2019-397ja-01
3241,https://doi.org/10.1016/j.peptides.2020.170400
3242,https://doi.org/10.1128/AEM.02772-08
3243,https://doi.org/10.1016/j.cell.2014.08.032
3244,https://doi.org/10.3390/ijms21186713
3245,https://doi.org/10.1021/jacs.9b01519.
3246,https://doi.org/10.1016/j.dci.2020.103866
3247,https://doi.org/10.3390/antibiotics9090625
3248,https://doi.org/10.1016/j.fsi.2020.08.020
3249,https://doi.org/10.3390/md18010056
3250,https://doi.org/10.3390/antibiotics9100718
3251,https://doi.org/10.3390/antibiotics9100718
3252,https://doi.org/10.3390/antibiotics9100718
3253,https://doi.org/10.3390/antibiotics9100718
3254,https://doi.org/10.1021/np049900+
3255,https://doi.org/10.1021/np049900+
3257,https://doi.org/10.3390/ijms22094509
3258,https://doi.org/10.1128/mBio.02688-20
3259,https://doi.org/10.1128/mBio.02688-20
3260,https://doi.org/10.1016/j.toxicon.2021.07.001
3261,https://doi.org/10.1016/j.toxicon.2021.07.001
3262,https://doi.org/10.1007/s00726-021-02986-w
3263,https://doi.org/10.1007/s00726-021-02986-w
3264,https://doi.org/10.1038/s41598-021-89485-w
3265,https://doi.org/10.3390/toxins11100584
3266,https://doi.org/10.1038/s41467-018-05781-6
3267,https://doi.org/10.3389/fmicb.2021.693117
3268,https://doi.org/10.1016/j.cbpc.2021.109072
3269,https://doi.org/10.7554/eLife.64411
3270,https://doi.org/10.1016/j.dci.2020.103928
3271,https://doi.org/10.1016/j.dci.2020.103928
3272,https://doi.org/10.1038/s41598-021-91765-4
3273,https://doi.org/10.1016/j.peptides.2018.04.006
3274,https://doi.org/10.1016/j.toxicon.2017.09.010
3275,https://doi.org/10.1016/j.toxicon.2017.09.010
3276,https://doi.org/10.1111/j.1432-1033.1991.tb16112.x
3277,https://doi.org/10.3390/antibiotics10080896
3278,https://doi.org/10.1016/j.fsi.2018.11.056
3279,https://doi.org/10.1016/j.dci.2021.104264
3280,https://doi.org/10.3389/fmicb.2021.732771
3281,https://doi.org/10.1021/acs.jnatprod.9b01019
3282,https://doi.org/10.1128/Spectrum.00299-21
3283,https://doi.org/10.1016/s0006-291x(02)02217-9
3284,https://doi.org/10.1016/s0006-291x(02)02217-9
3285,https://doi.org/10.1016/j.jid.2018.11.004
3286,https://doi.org/10.3389/fmicb.2018.01567
3287,https://doi.org/10.3389/fmicb.2018.01567
3288,https://doi.org/10.3389/fmicb.2018.01567
3289,https://doi.org/10.3389/fmicb.2018.01567
3290,https://doi.org/10.3389/fmicb.2018.01567
3291,https://doi.org/10.3389/fmicb.2018.01567
3292,https://doi.org/10.3389/fmicb.2018.01567
3293,https://doi.org/10.3389/fmicb.2018.01567
3294,https://doi.org/10.1073/pnas.1817376116
3295,https://doi.org/10.1073/pnas.1817376116
3296,https://doi.org/10.3390/jof7110941
3297,https://doi.org/10.1002/ar.24300
3298,https://doi.org/10.1002/ar.24300
3299,https://doi.org/10.1080/14786419.2019.1644636
3300,https://doi.org/10.1080/14786419.2019.1644636
3301,https://doi.org/10.1016/j.molimm.2021.08.010
3302,https://doi.org/10.1006/bbrc.2001.5472
3303,https://doi.org/10.1128/mBio.03258-19
3304,https://doi.org/10.3389/fimmu.2021.740620
3305,https://doi.org/10.1099/mgen.0.000134
3306,https://doi.org/10.3390/antibiotics10121529
3307,https://doi.org/10.1016/j.pep.2021.106032
3310,https://doi.org/10.15252/emmm.202114499
3311,https://doi.org/10.1021/jacs.0c04376
3312,https://doi.org/10.1021/jacs.0c04376
3313,https://doi.org/10.1021/jacs.0c04376
3314,https://doi.org/10.1021/jacs.0c04376
3315,https://doi.org/10.1021/jacs.0c04376
3316,https://doi.org/10.1021/jacs.0c04376
3317,https://doi.org/10.1021/jacs.0c04376
3318,https://doi.org/10.1021/jacs.0c04376
3319,https://doi.org/10.1021/jacs.0c04376
3320,https://doi.org/10.1021/acs.jnatprod.1c00281
3321,https://doi.org/10.1021/acs.jnatprod.1c00281
3322,https://doi.org/10.1016/j.dci.2021.104281
3323,https://doi.org/10.3389/fphar.2021.783108
3324,https://doi.org/10.3390/ijms23010015
3325,https://doi.org/10.1128/AEM.01981-20
3326,https://doi.org/10.1128/AEM.01981-20
3327,https://doi.org/10.1128/AEM.00315-16
